0, 0.000001812
1, 0.000005982
2, 0.000007367
3, 0.000008390
4, 0.000009304
5, 0.000010296
6, 0.000011381
7, 0.000012440
8, 0.000013548
9, 0.000014626
10, 0.000015621
11, 0.000016554
12, 0.000017503
13, 0.000018363
14, 0.000019254
15, 0.000020127
16, 0.000020997
17, 0.000021939
18, 0.000022825
19, 0.000023707
20, 0.000024606
21, 0.000025453
22, 0.000026259
23, 0.000027081
24, 0.000027897
25, 0.000028709
26, 0.000029673
27, 0.000030556
28, 0.000031422
29, 0.000032279
30, 0.000033120
31, 0.000033996
32, 0.000034891
33, 0.000035740
34, 0.000036596
35, 0.000037469
36, 0.000038481
37, 0.000039325
38, 0.000040185
39, 0.000041009
40, 0.000041848
41, 0.000042680
42, 0.000043484
43, 0.000044278
44, 0.000045091
45, 0.000045944
46, 0.000046788
47, 0.000047751
48, 0.000048616
49, 0.000049456
50, 0.000050302
51, 0.000051149
52, 0.000052017
53, 0.000052874
54, 0.000053730
55, 0.000054598
56, 0.000055449
57, 0.000056327
58, 0.000057210
59, 0.000058278
60, 0.000059146
61, 0.000059945
62, 0.000060737
63, 0.000061503
64, 0.000062302
65, 0.000063143
66, 0.000063974
67, 0.000064795
68, 0.000065641
69, 0.000066495
70, 0.000067348
71, 0.000068303
72, 0.000069297
73, 0.000070750
74, 0.000071669
75, 0.000072531
76, 0.000073378
77, 0.000074308
78, 0.000075154
79, 0.000076009
80, 0.000076849
81, 0.000077671
82, 0.000078532
83, 0.000079363
84, 0.000080193
85, 0.000080975
86, 0.000081798
87, 0.000082648
88, 0.000083459
89, 0.000084408
90, 0.000085317
91, 0.000086177
92, 0.000087052
93, 0.000087936
94, 0.000088779
95, 0.000089626
96, 0.000090486
97, 0.000091361
98, 0.000092228
99, 0.000093055
100, 0.000093880
101, 0.000094767
102, 0.000095686
103, 0.000096597
104, 0.000097506
105, 0.000098338
106, 0.000099160
107, 0.000105473
108, 0.000106613
109, 0.000107393
110, 0.000108172
111, 0.000108956
112, 0.000109742
113, 0.000110529
114, 0.000111329
115, 0.000112107
116, 0.000112892
117, 0.000113690
118, 0.000114472
119, 0.000115267
120, 0.000116099
121, 0.000116925
122, 0.000117725
123, 0.000118498
124, 0.000119281
125, 0.000120064
126, 0.000120849
127, 0.000121742
128, 0.000122555
129, 0.000123342
130, 0.000124121
131, 0.000124902
132, 0.000125683
